Price,Close,High,Low,Open,Volume
Ticker,SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAMFIN.NS,SHRIRAMFIN.NS
Date,,,,,
2015-01-01,184.30499267578125,186.58716523169272,183.24331978166342,186.58716523169272,230491
2015-01-02,184.9320068359375,186.92159668717485,183.4105580835019,183.4105580835019,1170068
2015-01-05,179.16384887695312,188.04178547669406,177.99350269841375,185.49209945770048,2785715
2015-01-06,174.79176330566406,181.47112994427914,173.086404241814,178.87962931933865,2699693
2015-01-07,173.8805694580078,175.4103838279906,171.1386074476442,173.54618480490697,3076271
2015-01-08,176.12094116210938,178.0185889801619,173.62140886895497,175.55249253147537,2178650
2015-01-09,177.40834045410156,179.5651358809776,175.33514773681074,177.22443020288756,1674675
2015-01-12,174.02267456054688,178.89633498867144,172.95263591950797,177.22441188538545,1716246
2015-01-13,173.7969512939453,176.09585522508397,172.59315626725962,174.21492549588757,1377123
2015-01-14,172.9108428955078,176.3633753978749,170.53670150126777,173.38734951240423,1767193
2015-01-15,185.72621154785156,187.67401360574405,176.8482726492991,176.8482726492991,6809123
2015-01-16,194.7963409423828,195.59886651095783,186.0855982124384,186.0855982124384,6657545
2015-01-19,191.0345458984375,196.80270038307916,186.77948775044945,195.81626441887738,3690936
2015-01-20,187.97494506835938,192.07952942880377,185.45869447458705,189.77227253172336,4134071
2015-01-21,184.99050903320312,193.94368217464128,183.41889356741356,190.08989379086637,4073851
2015-01-22,187.7324676513672,188.59351255991388,184.33008936417207,186.58719191145929,2308772
2015-01-23,183.15139770507812,190.8673537887515,180.25060908314046,189.42949464662018,4504014
2015-01-27,184.18800354003906,186.71261931408475,181.6717532730619,182.05629167544646,6903221
2015-01-28,193.75140380859375,194.57901287785774,183.41053865360686,184.07930784060216,2941577
2015-01-29,193.9269561767578,195.47348815123402,189.7638537036645,192.27175117617412,1557536
2015-01-30,190.99276733398438,195.43173624827864,188.9780938137197,194.61249250074874,2126303
2015-02-02,193.75978088378906,195.74101822807307,189.9812164234699,190.59983188584496,1948508
2015-02-03,196.13392639160156,201.4673754934151,193.94369534322968,195.4317082147609,3615060
2015-02-04,190.741943359375,196.78596258872236,189.48799458211366,195.44841111691616,1380007
2015-02-05,193.46719360351562,198.7421232083738,190.76702023224942,190.76702023224942,2562464
2015-02-06,190.6165313720703,196.94478117090682,188.93624296072267,192.27174944934654,1398887
2015-02-09,191.85379028320312,194.6124700273913,189.0951105390149,190.61655929685972,1226844
2015-02-10,191.64479064941406,195.44842551715575,190.18186121112254,192.24668820149552,1861388
2015-02-11,193.75140380859375,195.49857705575567,190.93420509886283,190.93420509886283,1074969
2015-02-12,202.66281127929688,203.97527946534015,192.6061627379231,195.60727200117267,2390468
2015-02-13,210.66299438476562,212.66931534980418,203.3483073524799,203.95020495114753,4031423
2015-02-16,204.2093048095703,214.75081037928283,202.55409989051097,211.3317144288514,2120725
2015-02-18,209.10809326171875,211.49895260332292,203.13931041491585,203.47369505512728,2952112
2015-02-19,205.27935791015625,211.16453719357557,200.96578097010266,209.8269988276273,1494519
2015-02-20,203.0306396484375,207.15194151310794,201.35035092132114,207.15194151310794,2492402
2015-02-23,202.38693237304688,205.42984278433948,199.07650903826942,203.9669003031483,2295374
2015-02-24,193.99383544921875,202.80489969638023,192.27175870103684,202.80489969638023,5105274
2015-02-25,197.32101440429688,199.2186624124174,194.5957702506844,194.6124881745928,2783097
2015-02-26,195.7159423828125,201.0995584329617,192.47240365161505,197.28755798191642,3584111
2015-02-27,193.49227905273438,197.08693349094983,190.76703513262993,195.6156384890238,4603259
2015-03-02,203.3148651123047,207.68696188936988,200.72337764478036,206.48316672989205,4132172
2015-03-03,207.36929321289062,208.32229334126453,204.13410684399503,204.13410684399503,2346556
2015-03-04,202.17791748046875,215.29419230323404,200.7985778421046,209.82698750832736,1953306
2015-03-05,198.65017700195312,202.63772212300353,196.0586896394514,202.63772212300353,1946594
2015-03-09,199.79544067382812,205.31279968437073,196.0335942735462,198.62508147824227,3558391
2015-03-10,199.268798828125,203.08915176013946,196.28440747652635,200.01280528927308,2014418
2015-03-11,195.04718017578125,201.02432849916175,193.60932099361617,199.9626553081969,2329848
2015-03-12,201.56768798828125,203.63251490193707,195.3230273005718,195.7828159542441,2436780
2015-03-13,198.62509155273438,207.28568196323778,197.05347599267736,200.80695707710981,3695934
2015-03-16,191.8788299560547,199.37742517735194,190.82550944731724,199.29382249310925,1917959
2015-03-17,196.87796020507812,199.79548017304194,192.3804720297432,192.71485669700098,3004531
2015-03-18,197.01170349121094,198.95113966799536,195.60728012788266,197.28756885948235,502969
2015-03-19,198.2071075439453,202.9386588207944,196.45993425440486,199.16010758599674,2149251
2015-03-20,199.3858642578125,201.24169790738082,194.79640772488614,197.05351084208888,1250439
2015-03-23,200.70664978027344,201.30018182353328,196.51846345079713,200.63141258653292,853355
2015-03-24,194.06910705566406,201.63458936533976,193.11610685712657,201.467397037082,1470447
2015-03-25,187.2392578125,194.6709828064447,185.68437326183295,194.06908525570404,3466992
2015-03-26,183.09286499023438,187.84949939726926,179.3226664055118,186.26951850717904,4203081
2015-03-27,181.13674926757812,185.20789774162816,174.7165425600874,185.20789774162816,4265342
2015-03-30,187.3144989013672,187.70740280054187,181.42095350530695,181.42095350530695,1693385
2015-03-31,186.3113250732422,189.84745978716145,183.4188892047799,189.84745978716145,3356729
2015-04-01,192.0711212158203,193.77647996032337,184.33008281975793,188.07521107282466,1503520
2015-04-06,193.99383544921875,195.91655342897587,188.44304066222736,193.10772019407062,1652388
2015-04-07,198.46624755859375,199.7619845686429,192.2717540619135,194.20282440965082,2022624
2015-04-08,194.26974487304688,201.81014361753765,193.11610342783706,200.4391560769207,1822676
2015-04-09,193.442138671875,195.93331875815034,191.28535633294047,195.93331875815034,1741883
2015-04-10,189.98956298828125,194.11086406615388,188.46811445786554,193.44209490590268,2068038
2015-04-13,191.28533935546875,193.45883942512782,189.76387752430338,190.43264677650618,1598162
2015-04-15,183.7951202392578,192.76501328903174,182.25694027412507,192.27180178881545,4035764
2015-04-16,175.65277099609375,185.55059099731702,172.37579694934766,185.24127675827745,5112751
2015-04-17,171.45628356933594,176.52223359697197,169.58373202770815,176.38847711009248,4230088
2015-04-20,169.17405700683594,175.15120450356397,167.19283287978976,172.37580715125085,3625000
2015-04-21,171.8157196044922,173.83039276495768,168.8647643021849,170.17723240204876,2088883
2015-04-22,174.1815185546875,176.38846774208372,169.75091534792938,172.71022346027706,2823914
2015-04-23,172.20864868164062,177.22443164221357,170.70390462937587,174.74161704753797,2679408
2015-04-24,173.8721923828125,175.15121153579364,165.52090347255006,173.04458328340402,2299094
2015-04-27,166.68289184570312,176.37171886874322,164.68493669033623,174.32360995159686,3282403
2015-04-28,165.72991943359375,168.19601605110373,160.73920692096888,166.84174643340407,6243368
2015-04-29,164.5679168701172,168.19600715728868,162.51145530458248,166.1395325001937,4024885
2015-04-30,162.1520233154297,164.18341499491933,158.14774615241632,164.18341499491933,6497726
2015-05-04,138.43565368652344,157.99720291640986,136.69684611037505,155.6899468218722,28038429
2015-05-05,141.56214904785156,142.39811042736878,133.4700219476337,137.10646376720135,30906640
2015-05-06,136.17019653320312,143.4012927051821,135.51814527740467,141.77951043425008,11106009
2015-05-07,128.8889617919922,137.3990780524662,127.24210899236519,134.59024456370773,8459448
2015-05-08,132.09071350097656,134.15554055830737,128.10315518068904,129.741655580217,8135095
2015-05-11,137.63314819335938,138.26848157169906,131.88171194556014,133.6539556180509,6004394
2015-05-12,134.90789794921875,137.59969262514136,133.9381800070899,137.59969262514136,5675252
2015-05-13,135.9445037841797,137.29040782841142,132.24954179283705,134.98315123347723,6032361
2015-05-14,136.68014526367188,138.77005558156827,134.1137283762194,135.59338875639156,4437703
2015-05-15,140.37509155273438,141.44511693033255,136.93091218502894,137.7668736023893,3439210
2015-05-18,141.17764282226562,141.61233498346073,139.14625162637594,139.71470025700035,2299433
2015-05-19,141.37828063964844,143.20067829478427,140.10761373059782,141.5705563958119,2779141
2015-05-20,139.79830932617188,144.12023934673454,138.73662302928497,142.86629038962494,7249338
2015-05-21,137.8421173095703,140.10758529483726,136.2537970871781,140.10758529483726,3625908
2015-05-22,137.87557983398438,139.46391330452568,136.60491305755133,138.43567602908158,1985671
2015-05-25,138.51092529296875,140.04073962534,137.43252106709267,137.84214291164844,1513937
2015-05-26,139.7481231689453,141.11074498314935,138.15143737357076,140.10759119260325,2185501
2015-05-27,139.48060607910156,140.02398425460174,137.26529203477992,139.43880473678064,3322399
2015-05-28,139.26327514648438,141.08568574334492,138.46074943262246,139.32179441926888,4665962
2015-05-29,137.7000274658203,142.11392551465212,137.03961062325672,139.3301623506939,7732469
2015-06-01,137.63314819335938,138.9790521419884,136.53802615685635,138.9790521419884,3210581
2015-06-02,134.9747772216797,138.3520722884851,134.08866192410514,137.683303062038,5707915
2015-06-03,137.20680236816406,138.28520653823705,134.71563558356155,135.76059081762878,6616980
2015-06-04,136.4460906982422,138.051142296666,135.73552002559697,136.696885738054,3890684
2015-06-05,138.02603149414062,139.7063198027716,135.8107174151715,137.08138398238842,1693508
2015-06-08,136.2621307373047,139.5307520207823,134.59020805367354,138.02602160551425,1433715
2015-06-09,136.6299591064453,138.26009363706606,134.45645949050825,137.09810010357398,2460925
2015-06-10,139.19639587402344,139.990556037833,137.43250464605734,137.89229329650004,2127770
2015-06-11,132.38328552246094,140.0908754749952,130.07602914960913,139.60601649278377,3669188
2015-06-12,136.23712158203125,137.05637854432476,129.68317061619257,131.2464211412969,4681696
2015-06-15,137.30714416503906,137.93411216553028,134.11375869687555,136.76376578855104,3611267
2015-06-16,137.60806274414062,138.93724875187357,136.59654342091116,137.0981203293547,6024156
2015-06-17,138.9456024169922,141.085679622147,137.18172426100438,138.7616921913972,6614963
2015-06-18,145.9844207763672,150.12244005531983,138.94560001238762,139.4388245019506,8024596
2015-06-19,147.98239135742188,154.41931526858525,146.29375024669199,146.62813488429316,17643527
2015-06-22,149.01060485839844,151.64389327685197,145.8757395637954,148.4672266363469,6526509
2015-06-23,150.4568634033203,152.98147958738062,148.22484364077255,148.22484364077255,5831012
2015-06-24,149.10256958007812,151.14232614787667,148.23317222366325,150.9751338450446,2786859
2015-06-25,146.9541778564453,150.1893648054046,142.44833693338822,149.8048132456817,9090226
2015-06-26,147.66468811035156,149.44529699288222,146.20174586410747,147.90711756721348,4014001
2015-06-29,145.2320556640625,147.12133792259075,142.65728624679733,145.45776724527337,2348573
2015-06-30,142.69073486328125,146.43585043687915,141.8213243839155,145.2320553397757,4430385
2015-07-01,148.9102783203125,149.63756672551884,145.24876596098392,145.45774649906053,8333549
2015-07-02,155.14657592773438,155.74010789819664,149.65428764143257,150.4735442569907,6562733
2015-07-03,151.59375,156.32530135630606,150.8580960091724,154.65337832018784,3373510
2015-07-06,150.75775146484375,153.80902688596547,148.96879017264098,148.96879017264098,3526586
2015-07-07,157.27828979492188,158.48207167368187,151.3095079779157,151.3095079779157,4248352
2015-07-08,158.43194580078125,161.29094626696693,152.98145781813645,152.98145781813645,5325117
2015-07-09,155.31378173828125,157.95543584028718,153.8174034233916,157.95543584028718,2272784
2015-07-10,157.09442138671875,158.65767168971598,155.5729593489877,156.60956230388743,2198027
2015-07-13,154.5864715576172,160.00352237069046,154.16013189862153,158.49879185219564,2700360
2015-07-14,151.7191619873047,155.35560491364316,150.80796315172486,154.82059208622957,2865337
2015-07-15,148.43382263183594,153.3660159424836,147.0126812988316,152.93131065329658,4638857
2015-07-16,148.65951538085938,150.57386794715705,147.96566272600683,148.80162425950888,3358956
2015-07-17,150.2394561767578,151.30949460115806,148.51736656493355,149.55396915234942,1629901
2015-07-20,148.8434600830078,152.14551872380704,148.4672740329128,151.14236465126203,1648103
2015-07-21,146.87057495117188,150.7912488548149,145.67514520383114,149.4536971167704,1736849
2015-07-22,148.14157104492188,149.3199661307769,146.458136312105,147.63654457955545,1514538
2015-07-23,148.01528930664062,152.06393683389976,147.2998451072113,149.70713372318852,1729214
2015-07-24,148.08262634277344,149.269444284003,146.49179256455997,148.14154806516555,1093597
2015-07-27,142.7882537841797,148.72233036024207,142.3421359340795,147.29983869869017,2372830
2015-07-28,141.83712768554688,144.10134347066636,141.4078558570182,143.42797486265312,2257851
2015-07-29,143.5289764404297,146.62648003679163,142.7545972459403,143.41114615769965,2152756
2015-07-30,145.01036071777344,148.76441246633846,143.77304413748743,143.9329764040839,2602126
2015-07-31,150.0606689453125,151.1717191818495,144.9935453882586,146.20561936498189,3393795
2015-08-03,154.48805236816406,155.0267445059801,146.7947873073928,151.50839294425475,4049030
2015-08-04,152.8130340576172,155.3802677000383,151.5083860066484,154.87522819082065,2313417
2015-08-05,152.0891571044922,154.8752181725966,151.44945449456074,153.86516558268096,1742356
2015-08-06,151.25587463378906,153.86518406191172,150.32998639103826,153.0234734692258,2250272
2015-08-07,151.23060607910156,152.23224885066574,150.2878982029375,151.84506596482646,1733847
2015-08-10,149.39572143554688,152.6868231055898,148.1415717151332,151.17173052104062,1414225
2015-08-11,147.83010864257812,151.0033663871677,146.8116459975925,149.82497146749256,1042173
2015-08-12,147.83010864257812,147.83010864257812,147.83010864257812,147.83010864257812,0
2015-08-13,138.86587524414062,146.45813122127672,137.93157697476835,145.29656907314984,4621353
2015-08-14,146.02883911132812,146.52545563255677,139.3877284046037,139.3877284046037,2216301
2015-08-17,143.85720825195312,148.89906160712604,143.0239075723207,146.12141025047347,1457726
2015-08-18,144.244384765625,147.41764191070635,143.93295649496238,144.77466699285287,1210906
